age,workClass,education,educationNum,maritalStatus,occupation,race,sex,hoursPerWeek,nativeCountry,income
27,Private,10th,6,Single,Other-service,White,Male,60,Mexico,<=50K
23,Private,Some-college,10,Married,Handlers-cleaners,White,Male,40,United-States,<=50K
58,Self-emp-not-inc,HS-grad,9,Married,Farming-fishing,Brown,Male,30,United-States,<=50K
35,Private,HS-grad,9,Married,Tech-support,White,Female,75,United-States,<=50K
47,Private,Masters,14,Married,Prof-specialty,White,Male,40,United-States,>50K
33,Private,HS-grad,9,Married,Exec-managerial,White,Male,50,United-States,<=50K
27,Private,Bachelors,13,Married,Prof-specialty,Brown,Male,40,Philippines,>50K
46,Private,Assoc-acdm,12,Married,Machine-op-inspct,White,Male,40,United-States,>50K
24,Private,Some-college,10,Married,Craft-repair,White,Male,56,United-States,<=50K
40,Private,Some-college,10,Married,Craft-repair,White,Male,44,United-States,>50K
44,Private,HS-grad,9,Single,Other-service,White,Female,24,United-States,<=50K
31,Local-gov,Bachelors,13,Married,Protective-serv,White,Male,97,United-States,>50K
37,Private,Assoc-voc,11,Married,Adm-clerical,White,Male,40,United-States,>50K
23,Private,Assoc-voc,11,Married,Exec-managerial,White,Female,40,United-States,<=50K
30,Self-emp-inc,Bachelors,13,Married,Sales,White,Male,52,United-States,>50K
31,Private,Some-college,10,Married,Other-service,Black,Male,35,United-States,<=50K
24,?,HS-grad,9,Single,?,White,Female,32,United-States,<=50K
32,Private,Some-college,10,Married,Exec-managerial,White,Male,40,United-States,<=50K
27,Private,HS-grad,9,Single,Transport-moving,White,Male,40,United-States,<=50K
35,Local-gov,HS-grad,9,Single,Adm-clerical,Brown,Male,55,United-States,<=50K
27,Private,Bachelors,13,Single,Exec-managerial,White,Male,40,United-States,<=50K
30,Self-emp-not-inc,Bachelors,13,Married,Sales,White,Male,70,?,<=50K
33,Self-emp-not-inc,HS-grad,9,Single,Farming-fishing,White,Male,70,United-States,<=50K
34,Private,Doctorate,16,Married,Prof-specialty,White,Male,45,United-States,>50K
29,Private,Some-college,10,Married,Craft-repair,White,Male,50,United-States,<=50K
26,Local-gov,Masters,14,Single,Prof-specialty,White,Female,40,United-States,<=50K
39,Self-emp-not-inc,HS-grad,9,Single,Craft-repair,White,Male,40,United-States,<=50K
37,Self-emp-inc,Some-college,10,Married,Exec-managerial,White,Male,50,United-States,>50K
51,Private,Some-college,10,Married,Exec-managerial,White,Female,50,United-States,>50K
40,Private,Some-college,10,Married,Craft-repair,White,Male,47,United-States,>50K
53,Private,7th-8th,4,Married,Craft-repair,Brown,Male,40,Vietnam,<=50K
58,Federal-gov,Some-college,10,Married,Tech-support,Brown,Male,40,United-States,>50K
29,Private,Bachelors,13,Married,Tech-support,White,Male,40,United-States,>50K
33,Private,HS-grad,9,Married,Machine-op-inspct,Brown,Male,40,Mexico,<=50K
57,Private,Masters,14,Married,Exec-managerial,White,Male,60,United-States,>50K
69,State-gov,HS-grad,9,Married,Protective-serv,White,Male,40,United-States,<=50K
20,Private,Some-college,10,Single,Adm-clerical,White,Female,12,United-States,<=50K
56,Private,HS-grad,9,Devorced,Sales,White,Female,25,Mexico,<=50K
49,Private,5th-6th,3,Married,Craft-repair,White,Male,40,United-States,<=50K
34,Private,HS-grad,9,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
70,Private,HS-grad,9,Married,Craft-repair,White,Male,37,United-States,<=50K
44,Private,Bachelors,13,Married,Exec-managerial,White,Female,45,United-States,<=50K
37,Private,Bachelors,13,Single,Prof-specialty,White,Male,40,United-States,>50K
58,Local-gov,Bachelors,13,Married,Prof-specialty,White,Male,58,United-States,<=50K
42,Self-emp-not-inc,Some-college,10,Married,Prof-specialty,White,Female,25,United-States,<=50K
41,Private,HS-grad,9,Married,Sales,White,Male,40,United-States,<=50K
28,Private,HS-grad,9,Single,Adm-clerical,White,Female,40,United-States,<=50K
47,Local-gov,Masters,14,Married,Prof-specialty,White,Male,60,United-States,>50K
24,Private,HS-grad,9,Married,Machine-op-inspct,White,Female,40,United-States,<=50K
58,Self-emp-not-inc,HS-grad,9,Married,Other-service,White,Male,55,United-States,>50K
18,Private,HS-grad,9,Single,Adm-clerical,White,Female,25,United-States,<=50K
50,Private,Some-college,10,Married,Exec-managerial,White,Male,50,United-States,>50K
69,Private,Some-college,10,Devorced,Adm-clerical,White,Female,24,United-States,<=50K
84,Private,Masters,14,Single,Prof-specialty,White,Male,66,United-States,<=50K
47,Private,Bachelors,13,Married,Exec-managerial,White,Male,60,United-States,>50K
19,Private,12th,8,Single,Handlers-cleaners,White,Male,20,United-States,<=50K
24,Private,Some-college,10,Single,Prof-specialty,Black,Male,40,United-States,<=50K
48,?,Bachelors,13,Married,?,White,Male,6,United-States,<=50K
53,Private,HS-grad,9,Married,Machine-op-inspct,White,Male,50,United-States,<=50K
58,Private,Some-college,10,Married,Sales,White,Male,45,United-States,<=50K
22,Private,Some-college,10,Single,Handlers-cleaners,White,Male,24,Mexico,<=50K
36,Self-emp-not-inc,Some-college,10,Married,Exec-managerial,White,Male,52,United-States,<=50K
34,Private,12th,8,Single,Adm-clerical,White,Female,40,United-States,<=50K
43,Private,1st-4th,2,Devorced,Prof-specialty,White,Female,21,Mexico,<=50K
37,Private,HS-grad,9,Married,Handlers-cleaners,White,Male,24,United-States,<=50K
43,Private,Prof-school,15,Married,Tech-support,White,Male,50,Columbia,>50K
42,Private,Some-college,10,Married,Tech-support,White,Female,40,United-States,>50K
21,Private,Some-college,10,Single,Other-service,White,Male,30,United-States,<=50K
49,Self-emp-not-inc,HS-grad,9,Married,Sales,White,Male,60,Greece,<=50K
35,Private,HS-grad,9,Married,Other-service,Black,Male,40,United-States,<=50K
49,Self-emp-not-inc,Some-college,10,Devorced,Craft-repair,White,Female,30,United-States,<=50K
28,Private,Some-college,10,Single,Other-service,Black,Male,40,United-States,<=50K
51,Private,1st-4th,2,Married,Craft-repair,White,Male,40,Mexico,<=50K
30,?,Bachelors,13,Single,?,White,Female,40,United-States,<=50K
19,Private,7th-8th,4,Single,Other-service,White,Male,60,United-States,>50K
56,Private,9th,5,Married,Other-service,White,Male,40,United-States,<=50K
20,Private,HS-grad,9,Single,Other-service,White,Male,8,United-States,<=50K
22,Private,Some-college,10,Single,Adm-clerical,White,Female,37,United-States,<=50K
33,Private,HS-grad,9,Married,Machine-op-inspct,White,Male,56,United-States,>50K
54,?,HS-grad,9,Married,?,White,Male,45,United-States,<=50K
22,Private,Some-college,10,Single,Craft-repair,White,Male,50,United-States,<=50K
68,Private,Some-college,10,Married,Priv-house-serv,White,Female,30,United-States,<=50K
56,Local-gov,Bachelors,13,Married,Exec-managerial,White,Female,40,United-States,<=50K
23,?,HS-grad,9,Single,?,White,Male,40,United-States,<=50K
69,Self-emp-not-inc,9th,5,Married,Adm-clerical,White,Male,40,United-States,<=50K
41,Private,Bachelors,13,Single,Tech-support,White,Male,40,United-States,<=50K
33,Private,HS-grad,9,Single,Machine-op-inspct,Black,Female,40,United-States,<=50K
18,Private,11th,7,Single,Sales,White,Female,8,Mexico,<=50K
17,Private,11th,7,Single,Other-service,Black,Male,16,Haiti,<=50K
31,Private,11th,7,Married,Handlers-cleaners,Black,Male,40,United-States,<=50K
50,Private,Some-college,10,Married,Tech-support,White,Male,60,United-States,>50K
62,Private,10th,6,Devorced,Handlers-cleaners,White,Female,40,United-States,<=50K
41,Private,HS-grad,9,Married,Adm-clerical,White,Female,52,United-States,<=50K
20,Federal-gov,HS-grad,9,Single,Other-service,White,Female,40,United-States,<=50K
23,Private,Assoc-acdm,12,Single,Sales,White,Male,30,United-States,<=50K
18,Private,HS-grad,9,Single,Other-service,White,Male,20,United-States,<=50K
53,?,7th-8th,4,Married,?,White,Male,40,United-States,<=50K
42,Private,9th,5,Married,Craft-repair,White,Male,40,Mexico,<=50K
23,Private,Bachelors,13,Single,Prof-specialty,White,Male,40,United-States,<=50K
43,Private,HS-grad,9,Married,Adm-clerical,White,Female,40,United-States,<=50K
47,Private,HS-grad,9,Married,Sales,White,Male,55,United-States,<=50K
53,Local-gov,5th-6th,3,Married,Other-service,White,Male,40,Mexico,<=50K
28,Private,10th,6,Single,Handlers-cleaners,White,Male,40,United-States,<=50K
28,State-gov,Some-college,10,Married,Protective-serv,White,Male,40,United-States,<=50K
44,Private,Some-college,10,Married,Prof-specialty,White,Male,45,United-States,<=50K
58,Private,HS-grad,9,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
25,?,7th-8th,4,Single,?,White,Female,32,Mexico,<=50K
26,Private,HS-grad,9,Single,Machine-op-inspct,White,Female,40,United-States,<=50K
36,Self-emp-not-inc,Some-college,10,Married,Farming-fishing,White,Male,8,United-States,<=50K
27,Private,HS-grad,9,Married,Other-service,White,Female,40,United-States,<=50K
39,Private,Doctorate,16,Married,Exec-managerial,White,Male,45,United-States,>50K
25,Private,Bachelors,13,Married,Exec-managerial,White,Male,40,United-States,<=50K
17,Private,11th,7,Single,Other-service,White,Female,15,United-States,<=50K
39,Private,Bachelors,13,Married,Exec-managerial,White,Male,50,United-States,<=50K
52,Private,HS-grad,9,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
24,Private,Bachelors,13,Single,Sales,White,Female,50,United-States,<=50K
26,Self-emp-not-inc,Assoc-voc,11,Married,Farming-fishing,White,Male,55,United-States,<=50K
24,?,Bachelors,13,Single,?,White,Female,40,United-States,<=50K
32,Private,HS-grad,9,Married,Handlers-cleaners,White,Male,40,United-States,>50K
49,Local-gov,Masters,14,Married,Protective-serv,White,Male,40,United-States,>50K
20,?,Some-college,10,Single,?,White,Female,25,United-States,<=50K
40,Private,11th,7,Married,Farming-fishing,White,Male,40,United-States,<=50K
52,Private,Prof-school,15,Married,Exec-managerial,White,Male,60,United-States,>50K
33,Private,HS-grad,9,Single,Adm-clerical,White,Male,40,United-States,<=50K
19,Private,HS-grad,9,Married,Machine-op-inspct,White,Male,20,United-States,<=50K
37,Private,Assoc-voc,11,Married,Prof-specialty,White,Male,40,Japan,<=50K
21,State-gov,Some-college,10,Single,Tech-support,White,Female,20,United-States,<=50K
33,Private,Some-college,10,Single,Adm-clerical,White,Male,36,United-States,<=50K
28,Private,Assoc-acdm,12,Married,Prof-specialty,White,Female,40,United-States,<=50K
48,Private,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,<=50K
43,Private,Bachelors,13,Married,Tech-support,White,Male,40,United-States,<=50K
32,Private,HS-grad,9,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
28,Private,HS-grad,9,Single,Other-service,White,Male,30,United-States,<=50K
47,Self-emp-not-inc,Bachelors,13,Married,Prof-specialty,Brown,Male,40,South,<=50K
37,Private,Bachelors,13,Married,Adm-clerical,White,Male,50,United-States,>50K
26,Private,Some-college,10,Married,Sales,Black,Male,30,United-States,<=50K
55,Private,HS-grad,9,Married,Other-service,White,Male,60,United-States,<=50K
40,Private,Assoc-acdm,12,Married,Sales,White,Female,40,United-States,<=50K
31,Private,Bachelors,13,Married,Exec-managerial,White,Male,40,United-States,>50K
39,Private,HS-grad,9,Married,Other-service,White,Male,40,United-States,>50K
54,Self-emp-inc,Some-college,10,Married,Sales,White,Male,54,United-States,>50K
38,Private,Some-college,10,Married,Sales,Brown,Male,40,Philippines,<=50K
53,Self-emp-not-inc,HS-grad,9,Married,Farming-fishing,White,Male,85,United-States,<=50K
27,Self-emp-not-inc,Assoc-acdm,12,Single,Prof-specialty,White,Female,78,United-States,<=50K
42,Private,Bachelors,13,Married,Exec-managerial,White,Male,40,United-States,>50K
62,Private,Some-college,10,Married,Adm-clerical,White,Female,40,United-States,<=50K
47,Private,11th,7,Married,Adm-clerical,White,Male,58,United-States,<=50K
26,Private,Bachelors,13,Single,Exec-managerial,White,Female,50,United-States,<=50K
33,?,HS-grad,9,Single,?,Black,Female,20,United-States,<=50K
59,Private,Some-college,10,Married,Other-service,White,Male,40,United-States,<=50K
42,Private,HS-grad,9,Married,Prof-specialty,White,Female,45,United-States,<=50K
25,Private,Bachelors,13,Married,Prof-specialty,White,Male,45,United-States,>50K
58,Private,HS-grad,9,Married,Sales,White,Male,36,United-States,<=50K
30,Private,Some-college,10,Single,Sales,White,Female,60,United-States,<=50K
21,Private,Some-college,10,Single,Craft-repair,White,Female,40,United-States,<=50K
61,Private,HS-grad,9,Married,Protective-serv,White,Male,40,United-States,<=50K
33,Private,Assoc-acdm,12,Married,Handlers-cleaners,White,Male,40,United-States,<=50K
51,Private,Masters,14,Married,Tech-support,White,Male,40,United-States,>50K
70,Private,Some-college,10,Devorced,Exec-managerial,White,Female,12,United-States,<=50K
55,?,HS-grad,9,Married,?,White,Male,30,United-States,>50K
29,Self-emp-not-inc,Some-college,10,Married,Craft-repair,White,Male,50,United-States,<=50K
46,Private,Masters,14,Devorced,Prof-specialty,White,Female,44,United-States,<=50K
35,Federal-gov,Some-college,10,Married,Exec-managerial,Brown,Female,40,Philippines,<=50K
31,Private,HS-grad,9,Married,Craft-repair,White,Male,43,United-States,>50K
37,Private,Some-college,10,Married,Exec-managerial,White,Male,42,United-States,>50K
43,Private,Some-college,10,Married,Sales,White,Male,43,United-States,>50K
23,Private,HS-grad,9,Single,Sales,White,Male,40,United-States,<=50K
41,Private,HS-grad,9,Married,Craft-repair,White,Male,44,United-States,>50K
42,Local-gov,Bachelors,13,Married,Prof-specialty,White,Female,50,United-States,>50K
26,Private,10th,6,Single,Adm-clerical,White,Female,40,United-States,<=50K
45,Private,Some-college,10,Married,Exec-managerial,White,Male,40,United-States,>50K
25,Private,Assoc-acdm,12,Married,Sales,White,Male,40,United-States,<=50K
33,?,7th-8th,4,Married,?,White,Male,40,Guatemala,<=50K
38,Private,Bachelors,13,Married,Machine-op-inspct,White,Male,50,United-States,>50K
28,Private,HS-grad,9,Single,Exec-managerial,White,Female,50,United-States,<=50K
68,Self-emp-not-inc,Assoc-voc,11,Married,Prof-specialty,White,Male,40,United-States,<=50K
42,Local-gov,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,>50K
35,Private,Masters,14,Married,Sales,White,Male,40,India,<=50K
36,Private,Some-college,10,Married,Adm-clerical,White,Female,40,United-States,<=50K
33,Private,HS-grad,9,Married,Craft-repair,White,Male,35,United-States,<=50K
22,Private,Some-college,10,Single,Adm-clerical,White,Female,30,United-States,<=50K
45,Local-gov,Bachelors,13,Married,Protective-serv,White,Male,50,United-States,>50K
24,Private,Some-college,10,Single,Other-service,White,Female,40,United-States,<=50K
57,Private,1st-4th,2,Married,Other-service,White,Male,35,?,<=50K
36,Local-gov,HS-grad,9,Married,Prof-specialty,White,Male,40,United-States,>50K
41,Private,HS-grad,9,Single,Adm-clerical,White,Female,40,United-States,<=50K
26,Self-emp-not-inc,Some-college,10,Single,Prof-specialty,White,Female,35,United-States,<=50K
25,Self-emp-not-inc,Some-college,10,Single,Farming-fishing,White,Female,50,United-States,<=50K
53,State-gov,Some-college,10,Married,Farming-fishing,White,Male,50,United-States,<=50K
28,Local-gov,Assoc-acdm,12,Devorced,Prof-specialty,White,Male,40,United-States,<=50K
30,Local-gov,Masters,14,Single,Prof-specialty,White,Female,40,United-States,<=50K
38,Self-emp-not-inc,11th,7,Married,Craft-repair,White,Male,40,United-States,<=50K
37,Local-gov,Some-college,10,Married,Protective-serv,White,Male,48,Germany,<=50K
30,Private,Masters,14,Married,Prof-specialty,White,Male,38,United-States,<=50K
41,Private,HS-grad,9,Married,Machine-op-inspct,Black,Female,40,?,<=50K
29,?,Some-college,10,Single,?,Black,Male,36,?,<=50K
31,Private,Some-college,10,Married,Craft-repair,White,Male,80,United-States,<=50K
36,Private,HS-grad,9,Married,Craft-repair,White,Male,55,United-States,<=50K
59,Self-emp-not-inc,HS-grad,9,Married,Exec-managerial,White,Male,60,Greece,<=50K
33,Self-emp-not-inc,HS-grad,9,Married,Craft-repair,White,Male,35,United-States,<=50K
29,Private,HS-grad,9,Married,Sales,White,Male,55,United-States,>50K
49,State-gov,Some-college,10,Married,Machine-op-inspct,White,Male,40,United-States,>50K
50,Federal-gov,10th,6,Married,Craft-repair,White,Male,56,United-States,<=50K
33,Private,Bachelors,13,Married,Exec-managerial,White,Male,45,United-States,>50K
28,Private,7th-8th,4,Married,Handlers-cleaners,White,Male,40,Mexico,<=50K
81,?,HS-grad,9,Married,?,White,Female,35,United-States,<=50K
24,Private,Some-college,10,Single,Tech-support,White,Female,16,United-States,<=50K
32,Self-emp-not-inc,Some-college,10,Married,Craft-repair,White,Male,50,United-States,<=50K
47,Federal-gov,HS-grad,9,Married,Transport-moving,Black,Male,40,United-States,>50K
44,?,HS-grad,9,Married,?,Black,Male,40,United-States,<=50K
24,Private,Some-college,10,Single,Exec-managerial,White,Male,40,United-States,<=50K
37,Local-gov,Some-college,10,Married,Tech-support,White,Female,36,United-States,>50K
51,Private,Bachelors,13,Married,Sales,White,Male,40,United-States,>50K
52,Private,HS-grad,9,Married,Transport-moving,White,Male,50,United-States,<=50K
22,Private,Some-college,10,Single,Adm-clerical,White,Female,40,United-States,<=50K
28,Private,Assoc-acdm,12,Single,Other-service,Brown,Male,40,United-States,<=50K
47,Self-emp-not-inc,Some-college,10,Married,Craft-repair,White,Male,40,United-States,<=50K
43,Private,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,<=50K
25,Private,HS-grad,9,Single,Exec-managerial,White,Male,45,United-States,<=50K
43,Private,Some-college,10,Married,Transport-moving,White,Male,60,United-States,>50K
25,Private,Bachelors,13,Single,Exec-managerial,White,Female,20,United-States,<=50K
59,Private,Masters,14,Married,Prof-specialty,White,Male,60,United-States,<=50K
29,Private,Assoc-acdm,12,Married,Prof-specialty,White,Female,35,United-States,<=50K
30,Private,9th,5,Married,Machine-op-inspct,White,Female,40,Portugal,<=50K
24,Private,Some-college,10,Married,Machine-op-inspct,Brown,Female,40,Puerto-Rico,<=50K
38,Private,Bachelors,13,Single,Other-service,White,Male,40,United-States,<=50K
37,Self-emp-not-inc,HS-grad,9,Married,Exec-managerial,White,Male,60,United-States,>50K
26,Private,Preschool,1,Married,Machine-op-inspct,White,Male,40,Mexico,<=50K
30,Private,HS-grad,9,Single,Other-service,White,Female,40,United-States,<=50K
73,Local-gov,Masters,14,Married,Prof-specialty,White,Male,10,Poland,>50K
30,Private,HS-grad,9,Married,Machine-op-inspct,Black,Male,40,United-States,<=50K
33,Private,HS-grad,9,Married,Other-service,White,Male,40,United-States,<=50K
46,Private,Some-college,10,Married,Transport-moving,White,Male,58,United-States,<=50K
40,?,HS-grad,9,Married,?,Black,Female,20,United-States,<=50K
18,Private,11th,7,Single,Other-service,White,Male,40,United-States,<=50K
35,Private,Bachelors,13,Married,Prof-specialty,White,Female,8,?,>50K
22,Private,HS-grad,9,Single,Adm-clerical,White,Female,40,United-States,<=50K
50,Self-emp-inc,HS-grad,9,Married,Sales,Black,Male,60,United-States,<=50K
62,?,7th-8th,4,Devorced,?,Black,Male,40,United-States,<=50K
39,Self-emp-inc,Bachelors,13,Married,Exec-managerial,White,Male,40,United-States,>50K
22,Private,Some-college,10,Single,Sales,White,Male,40,United-States,<=50K
33,Private,HS-grad,9,Single,Adm-clerical,Black,Female,40,United-States,<=50K
31,Private,HS-grad,9,Single,Handlers-cleaners,Brown,Female,40,Vietnam,<=50K
29,Private,Bachelors,13,Single,Adm-clerical,White,Male,40,United-States,<=50K
38,Self-emp-not-inc,Some-college,10,Married,Machine-op-inspct,White,Male,45,United-States,>50K
24,Private,Bachelors,13,Single,Sales,White,Female,35,United-States,<=50K
29,Local-gov,HS-grad,9,Married,Protective-serv,White,Female,40,United-States,<=50K
49,Federal-gov,Masters,14,Married,Adm-clerical,White,Male,40,United-States,>50K
33,Private,7th-8th,4,Married,Machine-op-inspct,White,Male,40,Mexico,<=50K
28,Private,HS-grad,9,Single,Machine-op-inspct,White,Male,48,United-States,<=50K
22,Private,Bachelors,13,Single,Adm-clerical,White,Female,60,United-States,<=50K
37,Private,HS-grad,9,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
30,Private,HS-grad,9,Married,Craft-repair,White,Male,50,United-States,<=50K
49,Private,7th-8th,4,Married,Craft-repair,White,Male,40,United-States,<=50K
29,Private,HS-grad,9,Married,Exec-managerial,White,Male,40,Columbia,<=50K
25,Private,HS-grad,9,Married,Exec-managerial,White,Female,40,United-States,<=50K
36,Private,HS-grad,9,Married,Adm-clerical,White,Female,40,United-States,<=50K
36,State-gov,Doctorate,16,Single,Prof-specialty,White,Male,45,United-States,<=50K
21,Private,HS-grad,9,Single,Other-service,White,Male,22,United-States,<=50K
18,Private,Some-college,10,Single,Other-service,White,Female,30,United-States,<=50K
30,Local-gov,Assoc-voc,11,Single,Protective-serv,White,Male,40,United-States,<=50K
44,Private,Some-college,10,Single,Adm-clerical,Black,Female,40,United-States,<=50K
40,Private,Some-college,10,Married,Transport-moving,White,Male,50,United-States,<=50K
43,Private,HS-grad,9,Married,Exec-managerial,White,Male,44,United-States,<=50K
45,Private,Bachelors,13,Married,Exec-managerial,White,Male,50,United-States,>50K
29,Private,Some-college,10,Married,Sales,Brown,Female,26,India,<=50K
40,Private,Some-college,10,Married,Adm-clerical,White,Female,40,United-States,<=50K
43,Private,Some-college,10,Married,Other-service,White,Male,48,United-States,<=50K
20,Private,Some-college,10,Single,Other-service,White,Female,20,United-States,<=50K
32,State-gov,Bachelors,13,Married,Tech-support,White,Male,20,United-States,<=50K
19,Private,Some-college,10,Single,Other-service,White,Female,16,United-States,<=50K
21,Private,HS-grad,9,Single,Machine-op-inspct,White,Male,40,United-States,<=50K
23,Private,Assoc-voc,11,Married,Handlers-cleaners,White,Male,40,United-States,<=50K
24,Private,11th,7,Single,Other-service,Black,Female,40,United-States,<=50K
52,Private,Assoc-voc,11,Married,Other-service,White,Male,32,United-States,<=50K
51,?,Some-college,10,Married,?,White,Female,40,United-States,<=50K
19,Private,Some-college,10,Single,Other-service,White,Male,35,United-States,<=50K
54,Private,Some-college,10,Married,Sales,White,Male,45,United-States,>50K
50,Private,HS-grad,9,Married,Machine-op-inspct,White,Female,48,United-States,<=50K
29,Private,Some-college,10,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
17,Private,10th,6,Single,Tech-support,White,Male,10,United-States,<=50K
47,Private,HS-grad,9,Married,Other-service,White,Female,37,Puerto-Rico,<=50K
46,Private,Bachelors,13,Married,Prof-specialty,Black,Female,32,United-States,<=50K
30,Private,Some-college,10,Married,Handlers-cleaners,White,Male,44,United-States,<=50K
58,Private,Some-college,10,Married,Other-service,White,Female,30,United-States,<=50K
48,Private,Bachelors,13,Married,Prof-specialty,Black,Female,40,United-States,<=50K
23,Private,Some-college,10,Single,Protective-serv,White,Male,40,Mexico,<=50K
23,Private,Assoc-voc,11,Single,Adm-clerical,White,Female,36,United-States,<=50K
45,Private,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,<=50K
20,Private,Some-college,10,Single,Sales,Black,Male,20,United-States,<=50K
26,Private,7th-8th,4,Single,Machine-op-inspct,White,Male,48,United-States,<=50K
50,Local-gov,Bachelors,13,Single,Prof-specialty,White,Female,40,United-States,>50K
49,Private,HS-grad,9,Married,Sales,White,Male,48,United-States,>50K
26,Private,Some-college,10,Single,Other-service,White,Male,40,Nicaragua,<=50K
47,Private,Prof-school,15,Married,Adm-clerical,White,Male,40,United-States,<=50K
31,Private,12th,8,Single,Sales,White,Male,50,United-States,<=50K
19,?,Some-college,10,Single,?,White,Female,40,United-States,<=50K
23,Private,10th,6,Married,Other-service,White,Male,40,?,<=50K
35,Private,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,<=50K
46,Private,Some-college,10,Married,Craft-repair,White,Male,50,United-States,>50K
28,Self-emp-not-inc,11th,7,Single,Craft-repair,White,Male,40,United-States,<=50K
58,Private,Some-college,10,Married,Exec-managerial,White,Male,45,United-States,>50K
21,Private,HS-grad,9,Single,Adm-clerical,White,Female,40,United-States,<=50K
50,Self-emp-not-inc,10th,6,Married,Sales,White,Female,50,United-States,<=50K
30,?,9th,5,Single,?,White,Female,30,United-States,<=50K
31,Private,Bachelors,13,Single,Prof-specialty,White,Female,40,United-States,<=50K
31,Self-emp-not-inc,Bachelors,13,Married,Adm-clerical,White,Female,20,United-States,<=50K
35,Self-emp-not-inc,HS-grad,9,Married,Craft-repair,White,Male,40,United-States,>50K
33,Private,Doctorate,16,Married,Prof-specialty,White,Male,60,United-States,>50K
34,Private,Masters,14,Married,Prof-specialty,White,Male,55,United-States,>50K
67,?,Prof-school,15,Married,?,White,Male,10,United-States,>50K
37,Private,HS-grad,9,Married,Handlers-cleaners,White,Male,45,United-States,>50K
48,Private,Masters,14,Married,Prof-specialty,White,Male,40,United-States,>50K
34,Federal-gov,Bachelors,13,Single,Exec-managerial,Brown,Male,40,Cambodia,<=50K
24,Private,Some-college,10,Single,Exec-managerial,White,Male,40,United-States,<=50K
55,Private,HS-grad,9,Married,Priv-house-serv,White,Female,40,France,<=50K
50,Private,HS-grad,9,Married,Tech-support,White,Male,40,United-States,>50K
40,Private,Bachelors,13,Married,Sales,White,Male,60,United-States,>50K
33,Private,Bachelors,13,Single,Handlers-cleaners,White,Male,30,United-States,<=50K
51,Federal-gov,Some-college,10,Married,Craft-repair,White,Male,40,United-States,<=50K
30,Private,Some-college,10,Single,Machine-op-inspct,White,Male,40,United-States,<=50K
41,Private,HS-grad,9,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
47,Local-gov,Assoc-voc,11,Married,Exec-managerial,White,Male,40,United-States,>50K
27,Private,7th-8th,4,Single,Farming-fishing,White,Male,50,?,<=50K
37,Private,Bachelors,13,Married,Prof-specialty,White,Female,32,United-States,>50K
40,Private,Assoc-voc,11,Married,Craft-repair,White,Male,40,United-States,<=50K
36,Private,HS-grad,9,Married,Machine-op-inspct,White,Male,40,United-States,<=50K
37,Private,HS-grad,9,Married,Machine-op-inspct,Black,Male,40,United-States,<=50K
38,Private,Prof-school,15,Married,Prof-specialty,White,Male,35,United-States,>50K
40,Self-emp-not-inc,Some-college,10,Married,Craft-repair,White,Male,50,United-States,<=50K
35,Private,Bachelors,13,Married,Exec-managerial,White,Female,40,United-States,<=50K
47,Self-emp-not-inc,HS-grad,9,Married,Machine-op-inspct,White,Female,20,United-States,>50K
20,?,Some-college,10,Single,?,White,Male,60,United-States,<=50K
33,Private,Masters,14,Married,Prof-specialty,White,Male,45,United-States,>50K
45,Private,Some-college,10,Married,Adm-clerical,White,Female,40,United-States,<=50K
66,?,Some-college,10,Married,?,White,Male,40,United-States,>50K
35,Self-emp-not-inc,HS-grad,9,Single,Sales,Black,Female,38,Germany,<=50K
32,Private,11th,7,Married,Adm-clerical,White,Male,45,United-States,<=50K
23,Private,Some-college,10,Married,Other-service,Black,Male,50,United-States,<=50K
19,Private,HS-grad,9,Single,Other-service,White,Female,15,United-States,<=50K
44,?,Some-college,10,Married,?,White,Male,40,United-States,<=50K
20,Private,HS-grad,9,Single,Handlers-cleaners,Black,Male,35,United-States,<=50K
44,Self-emp-inc,Bachelors,13,Married,Sales,White,Male,30,United-States,<=50K
41,State-gov,HS-grad,9,Married,Adm-clerical,White,Male,40,United-States,<=50K
19,Private,Some-college,10,Single,Adm-clerical,White,Female,40,United-States,<=50K
48,Private,HS-grad,9,Married,Other-service,White,Female,35,United-States,<=50K
45,Private,Some-college,10,Married,Sales,White,Male,65,United-States,>50K
40,Private,7th-8th,4,Married,Other-service,Brown,Male,42,Cambodia,<=50K
34,Private,HS-grad,9,Married,Craft-repair,White,Male,55,United-States,>50K
20,Private,Some-college,10,Single,Sales,Brown,Female,40,United-States,<=50K
33,Private,Some-college,10,Married,Adm-clerical,White,Female,40,United-States,<=50K
30,Private,HS-grad,9,Married,Adm-clerical,White,Female,20,United-States,<=50K
